Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Costa Rica,390983446.6,361353821.4,346927113.9,379407828.5,409587825.7,465645283,481690566,520015094.3,574626415.1,621856603.8,725252830.2,776660931.5,866330067.8,1041734368,1232332913,1404434072,1600676779,2003663944,2381761960,2699941657,3166814469,1578055718,1507665739,1934109923,2241871703,2355928713,2587473118,2811454516,2847256894,3167585994,3508229189,5255633144,6250825663,7041232061,7567196429,8226292191,8550915604,9046770031,9403864023,9701288129,9946494019,10452222298,11172382758,11834915184,12643068965,13991693642,15659139862,18604288963,21746147880,20382459614,24628221105,28515904369,31693223112,33709557799,34450964377,36658053503,37697790116,39410188981,40458886873,41164075986,39740573782
Caribbean small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,,,,,,,,,,,3107849900,3774218800,4440618048,5453185525,6230604878,7107769512,7521366870,7756427470,9754973766,10724539589,10798984861,10974353855,11498254941,12212789290,13277762891,11823365215,13474821694,14356164823,15274497098,15240865949,15440258910,14442730176,13484219189,13854524730,19333090676,21455873739,14897000000,15503100000,16245600000,17589500000,18558100000,19180000000,19608200000,20982900000,21006900000,22559500000,29429900000,30299400000,29829500000,29858000000,32369000000,36469000000,39755000000,41878000000,44432000000,48554000000,51029000000,54221000000,55987000000,,
Curacao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035530726,2109441341,2057597765,1876703911,,,,,,
Cayman Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,,,,,,,,,,,,,,,,397841236.2,435992729.5,556506963.5,716786565.7,879264670.7,1440552239,1367357741,1428399260,1455447164,1450522632,1550859117,1890466102,2205573447,2594416060,2716170769,3423109987,3791498990,4385558801,3919519670,4323575238,6144495472,6309858218,5968794755,6392045249,6440926645,6181605090,6405154827,7053164423,8858296716,10648035000,11349631887,12331043784,15323565563,18587621210,16526036399,16930969110,18141490813,16709665939,16023621995,15910975156,13364070787,13749325880,14852602802,16516075815,16118773089,15666476299
Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20067230268,14142318214,17855017050,20402575001,23557749835,29291032404,33202591987,31779479220,33651320273,33088095762,31156352425,33703257729,40894479300,49949590556,58347107760,65559326137,73390483103,87602408629,1.12199E+11,1.00884E+11,1.02547E+11,1.13017E+11,1.03226E+11,1.04931E+11,1.01171E+11,88675644088,93005390771,1.03517E+11,1.18174E+11,1.18233E+11,1.11836E+11
Germany,,,,,,,,,,,1.19936E+11,1.39425E+11,1.691E+11,2.22898E+11,2.48182E+11,2.85543E+11,3.01927E+11,3.50557E+11,4.2798E+11,5.12044E+11,5.59328E+11,4.75725E+11,4.6074E+11,4.5804E+11,4.29463E+11,4.29308E+11,5.97876E+11,7.47279E+11,7.99722E+11,7.99381E+11,9.98271E+11,1.04732E+12,1.19411E+12,1.1736E+12,1.23907E+12,1.44396E+12,1.40622E+12,1.24296E+12,1.24606E+12,1.23308E+12,1.09398E+12,1.09772E+12,1.15309E+12,1.4094E+12,1.57716E+12,1.60898E+12,1.66622E+12,1.84726E+12,2.0226E+12,1.91774E+12,1.87169E+12,2.03646E+12,1.93676E+12,2.03647E+12,2.07488E+12,1.7778E+12,1.82926E+12,1.91849E+12,2.06809E+12,2.01832E+12,1.95085E+12
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1192487101,1343675023,1492718884,1599223498,1723036237,1915738240,2011525152,1752038408
Dominica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,,,,,,,6921575867,7610594011,7678860400,8519897200,9412750267,10257779109,11910813895,16101669394,18025004020,21812486339,24526983292,27560543377,32969132666,38246248242,38450355400,33603965943,32096789400,31804318207,31083381225,32917890227,46578603016,56485136617,58661088316,56790517906,68762661507,69503506762,76443445768,71302243711,79546132912,93525040875,94130262128,86667437202,88746812022,86751936154,77259806881,76973203730,83844035872,1.0304E+11,1.19969E+11,1.2639E+11,1.34101E+11,1.51685E+11,1.67464E+11,1.55736E+11,1.53309E+11,1.64825E+11,1.57169E+11,1.6387E+11,1.66475E+11,1.42594E+11,1.4614E+11,1.5397E+11,1.67647E+11,1.61917E+11,1.63664E+11
Dominican Republic,471500100,483100200,620500000,706700100,782100300,689800000,787700000,831100000,876500000,970200000,1177336896,1361405507,1484931244,1736547483,2224775491,2615760853,3189755694,3728679027,3845300030,4220633640,5519883259,5710238062,6575024941,7293007094,9610092007,4046597782,4694439678,4670600174,4064459332,5311405745,5779284464,8161348293,9774376000,10593424000,11545700970,13069883450,14161426145,14936283995,15582407792,15793089729,17425189259,18030932838,19090393907,15431140620,15813414166,25805939345,27123030030,31169164896,35369223914,35844133829,40040383968,44257733270,45535684740,45867947728,48107141755,50467974777,53366022280,55558807609,58432249234,60302464970,54950014461
Algeria,1527097588,1187742521,954435984.7,1717984789,1887662312,2014920297,1936671042,1917108606,2171419052,2347480019,2621352677,2811364837,3621390559,4338536959,5937131772,7703214893,8327164657,10387579676,12395629617,14662757325,17668212462,19602390380,20164627085,21508519566,27150137998,30052905486,36790506667,38146689795,35064582623,34382146781,35266536679,21907767833,24853339722,27440094498,23640485914,23024293468,24753007615,24785425766,26501982308,25095642587,22776940677,23929692417,24965821598,27473353576,32903202305,34841143726,37105378641,42772650392,51612593446,51535479590,55327167747,62357617919,67207388826,72696219150,77746369401,68068894662,68035492416,72397982392,73488060257,74454394337,67630662708
East Asia & Pacific (excluding high income),43974816645,48255566220,47251623476,48338792887,51242543265,55054856726,59382059693,63402412000,65214071055,69260906851,72059988576,75137074120,86390564357,1.07265E+11,1.22427E+11,1.35791E+11,1.42649E+11,1.59885E+11,1.52664E+11,1.74317E+11,2.07441E+11,2.3264E+11,2.47744E+11,2.49823E+11,2.63696E+11,2.87553E+11,2.82548E+11,2.6692E+11,3.03191E+11,3.41221E+11,3.67524E+11,3.91965E+11,4.2493E+11,4.51399E+11,5.41121E+11,6.77225E+11,7.85942E+11,7.97909E+11,7.10351E+11,8.07567E+11,8.77072E+11,9.19689E+11,1.01857E+12,1.11608E+12,1.24254E+12,1.40532E+12,1.63121E+12,1.99788E+12,2.44345E+12,2.62034E+12,3.09969E+12,3.79623E+12,4.26495E+12,4.72877E+12,5.15912E+12,5.48168E+12,5.71662E+12,6.21257E+12,6.91837E+12,7.30309E+12,
Early-demographic dividend,1.10735E+11,1.1154E+11,1.14366E+11,1.208E+11,1.38212E+11,1.48275E+11,1.43445E+11,1.51476E+11,1.61505E+11,1.78559E+11,1.86878E+11,2.03104E+11,2.21249E+11,2.72252E+11,3.52976E+11,3.78643E+11,3.99087E+11,4.56483E+11,5.22397E+11,6.22022E+11,7.64049E+11,8.74327E+11,8.56221E+11,8.76198E+11,8.87831E+11,9.13253E+11,9.36855E+11,9.3152E+11,1.00261E+12,1.00546E+12,1.18357E+12,1.27344E+12,1.41539E+12,1.52974E+12,1.5962E+12,1.61394E+12,1.74371E+12,1.86586E+12,1.86957E+12,1.97681E+12,2.09698E+12,2.0964E+12,2.02263E+12,2.21659E+12,2.49949E+12,2.84542E+12,3.18941E+12,3.78827E+12,4.22065E+12,4.15836E+12,4.92774E+12,5.50346E+12,5.83235E+12,6.04492E+12,6.34876E+12,6.14028E+12,6.2999E+12,6.73524E+12,6.72073E+12,6.96788E+12,6.44532E+12
East Asia & Pacific,1.17773E+11,1.25028E+11,1.25142E+11,1.31315E+11,1.38972E+11,1.48631E+11,1.60698E+11,1.73573E+11,1.82767E+11,1.96976E+11,2.10508E+11,2.34211E+11,2.90607E+11,3.78272E+11,4.4123E+11,4.97642E+11,5.50094E+11,6.51361E+11,8.1688E+11,8.93878E+11,9.73344E+11,1.07905E+12,1.07674E+12,1.14249E+12,1.20115E+12,1.25875E+12,1.62638E+12,1.89233E+12,2.25391E+12,2.36445E+12,2.47337E+12,2.77315E+12,3.05434E+12,3.44512E+12,3.91207E+12,4.44798E+12,4.28559E+12,4.08895E+12,3.64983E+12,4.16397E+12,4.47631E+12,4.19032E+12,4.27293E+12,4.63717E+12,5.1106E+12,5.39883E+12,5.61578E+12,6.12083E+12,6.97827E+12,7.18126E+12,8.1676E+12,9.41617E+12,1.00628E+13,1.00384E+13,1.0283E+13,1.017E+13,1.06244E+13,1.12349E+13,1.21645E+13,1.25338E+13,
Europe & Central Asia (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.23784E+11,4.38896E+11,5.11929E+11,4.84293E+11,3.96444E+11,4.4935E+11,4.13224E+11,4.57262E+11,4.65523E+11,4.93777E+11,4.79643E+11,4.00982E+11,4.15085E+11,4.07603E+11,4.70831E+11,5.964E+11,7.80172E+11,9.74701E+11,1.15725E+12,1.49529E+12,1.83025E+12,1.52668E+12,1.76551E+12,2.1275E+12,2.2777E+12,2.47227E+12,2.30895E+12,1.77301E+12,1.70686E+12,1.89167E+12,1.88209E+12,1.94597E+12,1.77197E+12
Europe & Central Asia,,,,,,,,,,,5.81858E+11,6.58549E+11,7.89983E+11,9.95421E+11,1.13084E+12,1.34535E+12,1.39143E+12,1.57578E+12,1.91425E+12,2.34594E+12,2.67793E+12,2.40531E+12,2.32138E+12,2.24865E+12,2.14703E+12,2.2172E+12,3.00815E+12,3.74154E+12,4.1324E+12,4.12808E+12,5.06663E+12,5.23911E+12,5.63226E+12,5.22966E+12,5.4686E+12,6.2068E+12,6.37258E+12,6.07373E+12,6.24568E+12,6.18652E+12,5.7935E+12,5.83859E+12,6.35664E+12,7.73959E+12,8.98024E+12,9.54551E+12,1.01951E+13,1.17969E+13,1.2948E+13,1.16444E+13,1.18227E+13,1.30057E+13,1.26017E+13,1.31837E+13,1.32875E+13,1.13935E+13,1.13383E+13,1.19093E+13,1.26698E+13,1.24609E+13,1.16925E+13
Ecuador,1368324230,1157966151,1009286339,1221414144,1514286137,1611551513,1678521616,1826797694,1996565073,2268128250,2127285736,2071127816,2251263166,2624960301,3657258143,4774273596,5518431315,6222605868,6849406331,8312459661,10203644219,12864070521,12755334397,10926685816,10709772837,10742359457,9597169499,9247222749,8126762645,8859022661,9553836727,10951392696,11567676838,13525682841,16117491746,17664731366,17723025513,19817376688,20293185593,12779283642,11836164082,17739886000,20799900000,23267775000,25787308000,28435896000,30880890000,33201278000,37991263000,38913285000,44012105000,48657155000,53008272000,56941887000,60012296000,60991910000,59889692000,62477987000,64202300000,64496521000,59721968000
"Egypt, Arab Rep.",,,,,,3319790301,3591625297,3865103936,4182242991,4462953995,5358201457,5797755675,6292657704,6770843861,6173072927,7689390618,8746573982,9377828451,9863553669,12269714286,14989108093,13967567568,17838669951,20023282887,22253278865,25232959899,26473339570,28201098350,24758659852,27932672862,30910722297,27318045862,30391478350,34513805522,38701067616,44795045709,52034198113,60530973451,65053128689,68062518431,75737560546,72776280323,62808988764,58634615385,56461038961,64109816972,75843478261,94430823117,1.17745E+11,1.43938E+11,1.63303E+11,1.7833E+11,2.25283E+11,2.32977E+11,2.53458E+11,2.71496E+11,2.76221E+11,2.07738E+11,2.13371E+11,2.49636E+11,3.1151E+11
Euro area,,,,,,,,,,,3.62504E+11,4.11189E+11,4.9679E+11,6.39833E+11,7.25866E+11,8.64759E+11,9.0046E+11,1.02669E+12,1.24304E+12,1.51413E+12,1.71598E+12,1.50845E+12,1.46191E+12,1.42214E+12,1.35612E+12,1.3914E+12,1.92779E+12,2.39706E+12,2.60626E+12,2.66459E+12,3.32338E+12,3.45821E+12,3.83426E+12,3.51188E+12,3.68811E+12,4.22357E+12,4.29858E+12,3.90783E+12,4.00461E+12,3.99754E+12,3.64399E+12,3.69435E+12,3.98857E+12,4.94352E+12,5.64321E+12,5.8759E+12,6.18925E+12,7.03931E+12,7.76559E+12,7.23305E+12,7.05711E+12,7.58515E+12,7.06291E+12,7.33184E+12,7.4252E+12,6.34256E+12,6.48096E+12,6.8061E+12,7.34267E+12,7.13695E+12,6.74113E+12
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495952697.8,436261760.9,530665584.4,545296875,636855601.2,652036833.8,601187098.4,479095380.6,506797028.6,545755603.7,611333223.5,765627580.5,1077404185,1023745157,1112583363,1116425008,1140436943,1662473379,1807450302,2027246901,,,,,,,,,
Spain,,,,,,,,,,,26230760637,29920107784,37705371473,49911367790,62362281511,73699597101,77715050982,85978462212,1.02381E+11,1.37999E+11,1.525E+11,1.33786E+11,1.28647E+11,1.11089E+11,1.09393E+11,1.14404E+11,1.57057E+11,1.99179E+11,2.32114E+11,2.57023E+11,3.29414E+11,3.53867E+11,3.91049E+11,3.24945E+11,3.27231E+11,3.74841E+11,3.88552E+11,3.5528E+11,3.69502E+11,3.7831E+11,3.55843E+11,3.71794E+11,4.13944E+11,5.24514E+11,6.21538E+11,6.69886E+11,7.27508E+11,8.48393E+11,9.33819E+11,8.4572E+11,8.25282E+11,8.64781E+11,7.88562E+11,7.98965E+11,8.12904E+11,6.98951E+11,7.17079E+11,7.64147E+11,8.25644E+11,7.989E+11,7.17319E+11
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2338174120,2416695033,2517656963,2773091429,2988627142,3255892758,3234255750,3093478301,3426441679,4084068946,5457455962,6731664596,7668585997,9215747083,11764523679,12976717445,10472636844,10235848845,11650165837,11692785324,12916699729,13466632718,11759990696,12380873988,13488996830,15284851647,15470804122,15261634919
Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23144446011,31384316100,35005734130,39047861936,46016307027,49382637083,54402709057,55334799029,65874984851,75314906118
European Union,,,,,,,,,,,4.09474E+11,4.63073E+11,5.58448E+11,7.17836E+11,8.13707E+11,9.70739E+11,1.01535E+12,1.15373E+12,1.39081E+12,1.68917E+12,1.90901E+12,1.68177E+12,1.62474E+12,1.57507E+12,1.50667E+12,1.54832E+12,2.14084E+12,2.66239E+12,2.89089E+12,2.9526E+12,3.67209E+12,3.80106E+12,4.20493E+12,3.84288E+12,4.04329E+12,4.636E+12,4.74014E+12,4.32718E+12,4.44545E+12,4.42993E+12,4.06097E+12,4.12393E+12,4.46884E+12,5.51921E+12,6.31828E+12,6.62476E+12,7.00184E+12,8.01865E+12,8.90971E+12,8.21873E+12,8.08467E+12,8.71942E+12,8.13697E+12,8.4527E+12,8.55452E+12,7.31791E+12,7.4783E+12,7.89311E+12,8.53389E+12,8.31284E+12,7.8954E+12
Fragile and conflict affected situations,,,,,,,,,,,,,,,,,,,,,,1.54518E+11,1.67673E+11,1.81594E+11,1.68134E+11,1.87225E+11,1.80269E+11,1.77594E+11,1.94277E+11,1.86283E+11,2.39286E+11,1.53877E+11,1.60525E+11,1.60251E+11,1.53429E+11,1.85269E+11,1.83162E+11,1.9791E+11,2.10644E+11,2.13338E+11,2.24E+11,2.41457E+11,2.4547E+11,2.57229E+11,3.04726E+11,3.71881E+11,4.34404E+11,5.78713E+11,7.01389E+11,7.81778E+11,8.72373E+11,8.74187E+11,9.84115E+11,1.15459E+12,1.33447E+12,1.13394E+12,1.0535E+12,1.02735E+12,1.04888E+12,1.10779E+12,1.02175E+12
Finland,,,,,,,,,,,6173028029,6726484797,7977069114,10286769877,12682123838,15573643123,16999099862,18021710196,19494246931,23455231262,27833917756,27168641499,27859874183,26802946200,27386228730,29092478895,38353272343,47762748546,55402985075,59821255369,70797698647,67947360682,60783116538,48060789008,54290267501,68380991285,68106393994,63576909861,65797730307,66046239079,60088446656,61542729306,67428006776,85044018059,97335485473,1.01661E+11,1.08059E+11,1.24379E+11,1.40347E+11,1.31666E+11,1.31145E+11,1.46325E+11,1.39594E+11,1.46992E+11,1.4966E+11,1.27702E+11,1.30726E+11,1.35566E+11,1.46292E+11,1.41045E+11,1.37872E+11
Fiji,,,,,,,,,,,,,,,,,,,,,702548899.8,772263047,734296439.3,735683382.5,733557177.2,726513522.9,770816488.7,771489669.6,764552891,858693453.8,974204875.4,999186771.5,1050299401,1056362693,1157571204,1263386191,1249127058,1230518806,894050734.9,968927701.1,959128065.4,921022577.5,972380995.9,1182825193,1338141950,2293847368,2348000924,2453666894,2737466273,2166664008,2271519418,2551370009,2663753003,2766753557,2815538889,2678203661,3026925097,3256519425,3374053847,3387381966,2699409812
France,35611510588,38764370888,43376076788,48723848684,53108357318,56626593338,61065576171,66022728206,72340406558,78391071011,80562182591,90112465964,1.1023E+11,1.41551E+11,1.54059E+11,1.96849E+11,2.03259E+11,2.23282E+11,2.74087E+11,3.33284E+11,3.83909E+11,3.45938E+11,3.30197E+11,3.14432E+11,2.97772E+11,3.13161E+11,4.32473E+11,5.29574E+11,5.66671E+11,5.66737E+11,7.00663E+11,6.98822E+11,7.72366E+11,7.3241E+11,7.66718E+11,8.75967E+11,8.85146E+11,7.86507E+11,8.11048E+11,8.00254E+11,7.33671E+11,7.44954E+11,8.06513E+11,9.98358E+11,1.14362E+12,1.19458E+12,1.25752E+12,1.43799E+12,1.58952E+12,1.48978E+12,1.46283E+12,1.57327E+12,1.46856E+12,1.53585E+12,1.549E+12,1.31776E+12,1.341E+12,1.39752E+12,1.50308E+12,1.46292E+12,1.39771E+12
Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574080706.8,608053094.8,553698457.3,580141298.6,645787680.3,816719037,921416768.2,1020744051,1095463106,1259235446,1338989035,1265515119,1197862769,1361782182,1230694864,1319516408,1373772829,1235437507,1165545107,1234336428,1221961803,1244969562,
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,89400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,,,,,,,,,,,118667321.8,134734846.8,143634768.8,330208801.5,381380265.3,506735711.3,495081629.2,660209243.5,871238087,1027634544,1118896713,1032637177,989329927,1011635684,1063721042,1078878163,1612158483,1693637526,1832812706,2299313219,2960720724,2403422604,2774987984,2118311908,1803136594,2047468248,2229200762,1792770017,2089555452,1995162897,1634667590,1811741080,1990927951,2429986753,2731024504,2877939925,3110752995,3677141831,4216576233,4246623491,4404138694,5021224485,5055872437,5680506669,6278553387,5442339284,5671152504,5967278412,6513217841,6358663688,6447408500
United Kingdom,54277883935,57087042335,60465185405,64383051197,68723591082,73057628530,77212842097,80054607741,74905289647,79498039094,86709388049,98584799221,1.14566E+11,1.28646E+11,1.41702E+11,1.64972E+11,1.5587E+11,1.72775E+11,2.18833E+11,2.86755E+11,3.65213E+11,3.51515E+11,3.34984E+11,3.19111E+11,3.01318E+11,3.1841E+11,4.03578E+11,4.95268E+11,6.09269E+11,6.149E+11,7.28792E+11,7.69213E+11,8.06628E+11,7.35936E+11,7.90462E+11,8.59116E+11,9.11033E+11,1.02348E+12,1.09387E+12,1.12129E+12,1.10265E+12,1.08994E+12,1.17735E+12,1.34331E+12,1.58018E+12,1.64525E+12,1.73645E+12,1.97752E+12,1.8767E+12,1.55433E+12,1.58851E+12,1.7073E+12,1.74393E+12,1.80371E+12,1.97124E+12,1.88443E+12,1.74573E+12,1.71736E+12,1.84862E+12,1.81286E+12,1.64707E+12
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5220717461,,,3037459016,3491576762,2744548012,3259593968,3581801387,3039766369,2272371153,2767410068,2558593343,2642417361,3205573939,3955185726,4686820765,6602785891,8098892547,10938489402,9625680934,9940975144,12424607175,13094592140,13261632800,13613127938,11433657956,10563780792,11344331540,12197861174,12330578191,12391097170
Ghana,886658934.7,1033735061,1061749562,1173807563,1259251789,1587021442,1682270743,1349888245,1209980674,1462958805,1647299458,1870841366,1580280263,1849295775,2263975155,2060106383,2190677966,2467714286,3100523560,3341025641,3729564315,3682150949,3623716153,3684898508,3908855186,3782146343,4761389668,4336680272,4411649705,4440198310,5018567483,5488269022,5556627002,4743277350,4019327406,4935183486,5182990826,5748688477,5941631920,6615837959,4199378969,4425089627,5098566507,6217276534,7150688605,8699193548,17111554038,22939601866,27024430866,23184097011,30141056573,33760717611,34551024056,45292797719,38808706829,36354247429,40334984552,41425481784,47210126339,46240579542,
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,1408910415,1447184132,1810508440,1697970306,1783699632,2047822793,2343194184,2345670071,2512239048,2751086603,2974564778,2833424322,2857229154,2685512628,2302743860,2196026331,2353157709,2392952203,2672585338,2167641419,3805711815,5855301525,6142049491,6245067942,5449436608,5500830416,6057848744,7078157945,7214459336,7492954735,7137522755,7637325599,8672029980,9669237511,8693713130
"Gambia, The",,,,,,,,,,,,,,,,,,94262320.1,122700628.1,145207265.4,151771063.3,112669631.2,131666302.7,114719927.2,96676990.04,178394386.1,138173285.2,156724598.6,197101007.7,214317738.3,239681431.7,569012687.4,568939510.1,672568002.3,702464954.4,657189516.3,792575531.8,664629105.3,742982674.2,710940843,703655298.9,558207105.2,511842477.6,425338255.6,874422662.6,955577174.8,904413572.4,1116936165,1454326706,1310894597,1440025703,1211479388,1109171340,1176742277,1074841361,1125436165,1172567777,1294575090,1478522547,1568254646,
Guinea-Bissau,,,,,,,,,,,60369865.51,63222900,75197199.99,79820000,91050164.47,89881610.72,91594086.02,97705673.59,103890489.9,104896253.8,,108764545.5,125379928.1,127802402,117325603.7,150431246.9,116651493.4,141983569.4,138782349.1,185622088,211958046.6,221668915.9,199431374.2,203568711,209608351.5,240677826.2,247976893.4,235920303.3,208081610.9,202839550.4,327745864.2,341180705.1,357352832.1,395958312.3,471653319.9,525226101.7,554193758.3,631210661.9,792872834.8,803235646.3,852700758.7,953241623,927462456,975156635.7,906528680.6,893972441.5,1027509281,1174671266,1137267735,1147329540,1168309004
Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1148532787,2029166358,2562722517,3169839660,3457614082,3820147371,4348803895,4509541507,5678967678,6063284166,5152384519,5380740443,5746899528,6352835537,6410565132,6884729595
Greece,3205073923,3468363486,3678402913,3997486879,4469045105,4990515254,5514191191,5991492190,6485514927,7108626253,8012818182,8688715909,9613875000,11997525892,14640704545,16605207226,17688339552,21529870490,26376920223,32118022079,34337370104,32304298893,33543948980,31006524768,28999114268,28461171971,33859242941,42144438853,49096877252,51738978179,65181055460,69811166573,78968319628,74361868312,79502348315,93067745257,99128462627,95494903282,96769901995,95125495419,87050726921,90098984340,1.01753E+11,1.3078E+11,1.53982E+11,1.63926E+11,1.75456E+11,2.0649E+11,2.38815E+11,2.24838E+11,1.99645E+11,1.97067E+11,1.70128E+11,1.66676E+11,1.62566E+11,1.33755E+11,1.31525E+11,1.37118E+11,1.46874E+11,1.42207E+11,1.35847E+11
Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697238793.5,856654036.8,880104720.8,917804533.5,1034020978,1127812322,1100113787,1081150762,1177212361,1109244713,1142763029,1185265033,992464216.2,1014290595,1041769526,1105089792,,
Guatemala,876000000,914200000,984700000,1066900000,1078100000,1093900000,1138800000,1200800000,1278400000,1378800000,1493300000,1588000000,1682000000,2033600000,2469900000,2874800100,3396000000,4126500100,4674900000,5431499800,6216999900,7022000100,7149000200,7501000200,7851700200,8028608783,5865935845,5995680160,6598855344,7044495277,6397617259,7891452365,8820430936,9663761685,11175508537,12545945221,13637989477,15469832132,16487631162,15511121011,16186704825,15600664978,17289320979,18522654271,20494655786,23871263732,26531133270,29773478595,34938409841,32421927723,35587915994,40656639736,43305246349,45342957565,49329587828,52433759602,55857829050,60841810994,62821420231,65364547014,64855069189
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2222000000,2110000000,2242000000,2434000000,2459000000,2549000000,2779000000,2847000000,2860000000,2950000000,3206000000,3218000000,3260000000,3287000000,3384000000,3549000000,3605000000,3704000000,
Guyana,116607361.6,120807326.6,117074024.4,95199206.67,129323922.3,138941176.5,151176470.6,152294117.6,136550000,148350000,162850000,168150000,176809523.8,198714285.7,237272727.3,234291666.7,269480000,273080000,284760000,276800000,334120000,359107142.9,320733333.3,343500000,269921052.6,271860441.9,178116279.1,186836744.9,227800010,260110286.8,287139243,220599202.1,205366956.8,277452500.8,380037808.4,389580107.7,409298985,452413024.5,463664565.9,445118380,471505079.8,478415611.1,475838699.3,452141731.7,463824734.3,605513445.9,,,,,,,,,,,,,,,
High income,,,,,,,,,,,1.37546E+12,1.5265E+12,1.76633E+12,2.11207E+12,2.37255E+12,2.71209E+12,2.93955E+12,3.33084E+12,3.96418E+12,4.58752E+12,5.14066E+12,5.20041E+12,5.2629E+12,5.4911E+12,5.66494E+12,5.99031E+12,7.25214E+12,8.39285E+12,9.38454E+12,9.80963E+12,1.10204E+13,1.16575E+13,1.2624E+13,1.28099E+13,1.37416E+13,1.51126E+13,1.53172E+13,1.51067E+13,1.52742E+13,1.61372E+13,1.64961E+13,1.65279E+13,1.72637E+13,1.92714E+13,2.12814E+13,2.24422E+13,2.35591E+13,2.56132E+13,2.73029E+13,2.60635E+13,2.70676E+13,2.90419E+13,2.90744E+13,2.93704E+13,2.99506E+13,2.84502E+13,2.91411E+13,3.03227E+13,3.20986E+13,3.23555E+13,3.09855E+13
"Hong Kong SAR, China",933506626.1,1069453209,1195293070,1319462489,1456067412,1543106457,1747703143,1863592866,1950830718,2202474728,2517395095,2963143150,3616832701,5268823472,6121313300,6578051548,7531805578,9646289146,11823558298,13642832870,17329434698,18557243304,19766388244,19180752078,20374520338,21939210351,24844617021,28975545952,33798616449,38305491096,44199080849,52620058678,61519391262,70440301980,81380880907,89921145841,98290084429,1.08386E+11,1.03756E+11,99864776023,1.00668E+11,1.00989E+11,96526561438,92844429034,99055341551,1.04362E+11,1.11832E+11,1.25922E+11,1.31823E+11,1.30759E+11,1.40328E+11,1.57297E+11,1.69533E+11,1.82189E+11,1.93803E+11,2.05512E+11,2.12558E+11,2.28937E+11,2.47001E+11,2.51846E+11,2.30533E+11
Honduras,257500000,270500000,287000000,311500000,349500000,381000000,413000000,432500000,470500000,483500000,534000000,524500000,570000000,653500000,766000000,873000000,975000000,1150000000,1288000000,1485000000,1780500000,2036000000,2155000000,2342000000,2513000000,2706000000,2803000000,2958000000,2680257511,2491724138,2037694553,2072902364,2277233125,2258559568,2154171820,2483733055,2599831081,3013384030,3466026588,3705087108,5084612482,5546443709,5760267930,6078841665,6557922426,7350201515,8480375968,9615201825,11093922915,11457769475,12373340178,13749803088,14566551466,15156619403,15871111916,16260927219,16700074447,17885762823,19400364812,20566374931,19443651630
Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09541E+11,1.07562E+11,1.04932E+11,1.06372E+11,90789941239,1.08524E+11,1.11187E+11,1.15496E+11,1.24995E+11,1.26132E+11,1.36435E+11,1.27321E+11,1.37786E+11,1.52746E+11,1.72818E+11,1.97595E+11,2.29367E+11,2.72455E+11,3.24127E+11,3.32011E+11,3.58203E+11,3.9112E+11,4.17825E+11,4.61139E+11,4.8655E+11,4.91716E+11,4.93711E+11,5.10088E+11,5.46172E+11,5.57749E+11,5.61088E+11
