Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14893605152,15145362833,15641540048,15900363441,14337270490,13580650607,14839046342,17609408695,22123066930,26243385991,28721732492,30715068434,36119291744,42629072946,37439051315,35931907628,38170142092,35120219805,36148751758,34881108043,29248886747,30061076981,32130761982,35527286188,35146520365,33079506406
Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6618193941,6212240517,5898077241,4770796893,5983097201,7124098325,7472114716,9274328165,10203550266,11095121271,11303630688,12546706432,13160458998,14097946261,14568456265,14265686839,13542022932,14355474459,16238551998,14506142924,13111152953
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19097221596,22376921278,23994681675,25102759915,25066168616,24768475178,24358308724,25297527958,26655222230,25700331562,29009921899,36899795357,48044423105,57198126916,61938987637,61628870193,76104196687,84791959715,70132216938,69666715024,75126035165,69310573994,70850537562,70699802954,61423253649,64462610559,71769532370,79134162724,80696494186,76784921915
IBRD only,2.05519E+11,2.11007E+11,2.25003E+11,2.35653E+11,2.61461E+11,2.76168E+11,2.8043E+11,2.98669E+11,3.14187E+11,3.4151E+11,3.64732E+11,3.99166E+11,4.4736E+11,5.6152E+11,6.93303E+11,7.42E+11,8.00822E+11,9.10893E+11,9.93343E+11,1.17298E+12,1.39377E+12,1.55326E+12,1.55003E+12,1.51538E+12,1.54927E+12,1.60915E+12,1.70122E+12,1.69206E+12,1.83012E+12,1.84282E+12,2.15045E+12,2.2504E+12,2.21639E+12,2.39145E+12,2.63633E+12,2.94538E+12,3.22989E+12,3.42326E+12,3.34462E+12,3.23874E+12,3.46305E+12,3.49526E+12,3.49572E+12,3.85974E+12,4.45695E+12,5.24907E+12,6.05751E+12,7.41742E+12,8.73739E+12,8.56524E+12,1.01492E+13,1.19119E+13,1.27125E+13,1.3509E+13,1.40803E+13,1.30929E+13,1.33092E+13,1.45994E+13,1.52531E+13,1.57857E+13,
IDA & IBRD total,2.26573E+11,2.34149E+11,2.48757E+11,2.61274E+11,2.88405E+11,3.06019E+11,3.11717E+11,3.32432E+11,3.49123E+11,3.79342E+11,4.05319E+11,4.43649E+11,4.93304E+11,6.11594E+11,7.56058E+11,8.17251E+11,8.81736E+11,1.00242E+12,1.09889E+12,1.29757E+12,1.53671E+12,1.7106E+12,1.70787E+12,1.67318E+12,1.71971E+12,1.79796E+12,1.88177E+12,1.88872E+12,2.03511E+12,2.03497E+12,2.3599E+12,2.46397E+12,2.43226E+12,2.61012E+12,2.84829E+12,3.19329E+12,3.50414E+12,3.70909E+12,3.63721E+12,3.53431E+12,3.77895E+12,3.82081E+12,3.8482E+12,4.25015E+12,4.90421E+12,5.77502E+12,6.6564E+12,8.15914E+12,9.60165E+12,9.43805E+12,1.11398E+13,1.30245E+13,1.38868E+13,1.48693E+13,1.55159E+13,1.45689E+13,1.47613E+13,1.60854E+13,1.68098E+13,1.73858E+13,1.56755E+13
IDA total,,,,,,,,,,,,,,,,,,,,,,1.6568E+11,1.6613E+11,1.65697E+11,1.77988E+11,1.95906E+11,1.89239E+11,2.04099E+11,2.13137E+11,1.97759E+11,2.12828E+11,2.16357E+11,2.19239E+11,2.20647E+11,2.10482E+11,2.47176E+11,2.73739E+11,2.84701E+11,2.93094E+11,2.97534E+11,3.17982E+11,3.28232E+11,3.57555E+11,3.96102E+11,4.53547E+11,5.33279E+11,6.06615E+11,7.51942E+11,8.75133E+11,8.864E+11,1.00179E+12,1.12202E+12,1.18373E+12,1.37609E+12,1.45283E+12,1.49368E+12,1.46815E+12,1.49862E+12,1.57003E+12,1.61312E+12,1.56236E+12
IDA blend,,,,,,,,,,,,,,,,,,,,,,59592969232,62497336495,63162109822,69873304685,80148166786,69160966004,71177346193,77264335051,67435736634,73192671614,76509983737,81498075861,81203977669,81756190435,96932700696,1.11317E+11,1.1647E+11,1.16028E+11,1.17496E+11,1.24824E+11,1.40363E+11,1.58459E+11,1.76736E+11,2.06286E+11,2.51259E+11,2.86755E+11,3.74003E+11,4.26407E+11,4.25175E+11,4.91506E+11,5.61176E+11,5.8893E+11,7.10912E+11,7.5579E+11,7.68314E+11,7.27823E+11,7.17904E+11,7.29541E+11,7.42699E+11,6.77629E+11
Indonesia,,,,,,,,5254608071,6258690916,7239263804,7375342466,7199938751,8196626506,11543855422,17490602410,21071084337,25213975904,30020240964,34350187579,31319134717,43864974606,56287196800,63001271623,49204077513,52503170825,51505881849,51143647863,47066460534,53225545826,56627457082,67388496943,74896533640,80452086782,92452872768,1.05574E+11,1.24467E+11,1.41781E+11,1.33077E+11,64694378233,1.03522E+11,1.01736E+11,1.01323E+11,1.3231E+11,1.59969E+11,1.71486E+11,1.83992E+11,2.28473E+11,2.74642E+11,3.09307E+11,3.16748E+11,4.24493E+11,4.94913E+11,5.1758E+11,5.18583E+11,5.09004E+11,4.94561E+11,5.38875E+11,5.81701E+11,5.93885E+11,6.483E+11,6.24137E+11
IDA only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46753E+11,1.46238E+11,1.42802E+11,1.44846E+11,1.32409E+11,1.5435E+11,1.66033E+11,1.71821E+11,1.81658E+11,1.84765E+11,1.98382E+11,1.9133E+11,2.01935E+11,2.22325E+11,2.5004E+11,2.84038E+11,3.22019E+11,3.77873E+11,4.5075E+11,4.64741E+11,5.11862E+11,5.61448E+11,5.95629E+11,6.64452E+11,6.96004E+11,7.24728E+11,7.41514E+11,7.83995E+11,8.45797E+11,8.76713E+11,8.99729E+11
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,32358165148,33836023965,35635242687,39562974847,46575365345,49161081818,38949364380,43321513636,43341665520,46884618709,49741148332,54069113094,57365606333,67990265016,81211038251,76547436985,77047638594,92617399094,1.05102E+11,1.15963E+11,1.45047E+11,1.47328E+11,1.50831E+11,1.64886E+11,1.5828E+11,1.69685E+11,1.82156E+11,1.99368E+11,2.07967E+11,2.01816E+11,2.15297E+11,1.81019E+11,1.89481E+11,1.82804E+11,2.12208E+11,2.29501E+11,2.53636E+11,2.65789E+11,2.68859E+11,2.93689E+11,2.9855E+11,3.11395E+11,3.24564E+11,3.73758E+11,4.13799E+11,4.70725E+11,5.27579E+11,6.78458E+11,6.79496E+11,7.50918E+11,9.16978E+11,1.02469E+12,1.0319E+12,1.07032E+12,1.1853E+12,1.24127E+12,1.36071E+12,1.55708E+12,1.60492E+12,1.73618E+12,1.54887E+12
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,,,,,,,,,,,3064105084,3510377539,4154095201,4871871503,5468171607,6154759582,6171835551,7301042726,9452669888,12106806899,14476732481,13792129547,12992498323,12531904669,11969496329,12821838094,17405204536,20341922987,22623508098,23332005804,28184570796,28670356192,32104563848,29292743342,31798558304,36235289141,39965913558,41589837631,43809682629,46911273173,46904096186,49789164206,57032173913,73058972912,84910939906,92417296356,1.01655E+11,1.21894E+11,1.32724E+11,1.11338E+11,1.04924E+11,1.09786E+11,1.0193E+11,1.07056E+11,1.10647E+11,95942498972,1.00837E+11,1.05832E+11,1.17257E+11,1.17083E+11,1.06702E+11
"Iran, Islamic Rep.",3436647873,3534213723,3657991295,3742451285,3784681280,3973988154,4314740528,4782182887,4891398392,5645713476,6335955463,7669840824,8719765873,12042530693,16980447099,23577481420,25772598399,33958611272,39175458090,47380250583,54424096215,64407237665,77933090865,97817951432,1.06483E+11,1.2075E+11,1.4996E+11,92364111078,92385841336,86204510920,84717671416,,,33419604109,36907271307,48241163904,57053409229,59693894408,63877321187,59283828089,54496851434,63719504588,59933154413,68238815728,81106977686,93305898203,1.10345E+11,1.44939E+11,1.71781E+11,1.85278E+11,2.08948E+11,2.51994E+11,2.85467E+11,2.09755E+11,2.004E+11,1.93624E+11,2.06422E+11,2.12093E+11,1.42819E+11,1.28223E+11,95176798066
Iraq,,,,,,,,,,,1617754130,1818670438,1871432863,1682733575,2361666102,4877074162,6043684389,8717236708,8902472062,10063664070,12006333333,13854000000,20118666667,22091612903,25210322581,26124838710,27089354839,29691612903,32585161290,51563870968,81596774194,384498559.1,304661856.7,321582341.4,1356883605,5362008204,3842844303,6380638637,6563347980,6739766708,6548747881,7113361295,7992026938,10089136942,13443400692,18745407609,24210069373,34244131979,41146870238,58336916448,61560960684,65179783504,86866020465,90649009777,96086015780,92858247854,94685265990,96333091723,98991424984,1.00387E+11,
Iceland,,,,,,,,,,,316047727.3,399815909.1,490618626.8,638230334,873128564.3,797991542,921819728.8,1216116559,1392843495,1611037720,1904216066,2017957006,1887319030,1629081223,1733716795,1843584395,2392563534,3411048990,3688216650,3396365911,3809322024,4126399605,4239203731,3566903741,3604382552,4068576015,4276732812,4312628571,4866068762,5286417959,5345926872,4529194526,5038723524,6447082520,7807237095,9843353736,9841049416,12041206963,9363418262,6751930209,7071364531,7893762916,7886354498,8461508127,9341183829,8703212635,10245066600,12387823351,13203564230,12393694454,11143178408
Israel,,,,,,,,,,,3733333333,3302500000,4195000000,5447500000,8130000000,7645000000,7748750000,8792000000,8608235294,11110800000,11887647059,12991403509,14543991770,16686814947,14623301501,14527664772,19406074741,23702284585,28788525862,28892984241,33471818272,37261228116,41357155057,42626211441,48897291355,55645848969,59711903688,61028112425,61863862530,62476486219,70031645942,71073203747,66904451011,70014920182,75149278447,78817486240,85234823152,1.01197E+11,1.24366E+11,1.16966E+11,1.3288E+11,1.48844E+11,1.44785E+11,1.63039E+11,1.72084E+11,1.63974E+11,1.75136E+11,1.93915E+11,2.03652E+11,2.14897E+11,2.01536E+11
Italy,,,,,,,,,,,66839780050,73713146067,86266301461,1.04303E+11,1.174E+11,1.37527E+11,1.33435E+11,1.52209E+11,1.82255E+11,2.29556E+11,2.84354E+11,2.56818E+11,2.55515E+11,2.61649E+11,2.5898E+11,2.67337E+11,3.78649E+11,4.74371E+11,5.20636E+11,5.47057E+11,6.81984E+11,7.22956E+11,7.78504E+11,6.22877E+11,6.48579E+11,6.91435E+11,7.6774E+11,7.34005E+11,7.58271E+11,7.5671E+11,6.92584E+11,6.94298E+11,7.51318E+11,9.3488E+11,1.0637E+12,1.10179E+12,1.15667E+12,1.30552E+12,1.42561E+12,1.32423E+12,1.29589E+12,1.40078E+12,1.27935E+12,1.30409E+12,1.30857E+12,1.11565E+12,1.12781E+12,1.17911E+12,1.25841E+12,1.20291E+12,1.09317E+12
Jamaica,483281254.4,499293574.1,524039899.2,551697606,634670586.6,669606607.9,684446311.1,719552609.8,660146405.9,729149166,855754230.2,964337175.8,1261107492,1177637411,1615663843,1894511055,2069849302,2133758772,1630793179,1511502720,1710171831,2016447794,2232289267,2351257582,1576925079,1483556975,1813775658,2142107332,2533232445,3050482209,2980025014,2703736437,2346650514,3204067563,3639254184,4593834745,5157275402,5765227584,6180109439,6339313842,6709836062,6763826656,7217050597,7021781787,7618502154,8858779686,9325853805,10281693601,12219769587,9736501085,10830702291,12399785781,12654496123,12174149061,11847648838,11508115770,10937943163,11594614131,11971250432,12061020718,10523298664
Jordan,,,,,,,,,,,,,,,,,1363253012,1727907683,2181609948,2818847819,3070829137,3392251816,3990638298,4232993666,4100650195,4422706538,5128571429,5163663220,4573069730,2937695788,3117372307,3146570715,4068696675,4030884688,4200515243,4346318493,4866854725,5144287729,5799576869,5892383639,6820592384,7274188999,7322002821,7844287729,9307334274,11055430183,12801410437,14826939351,16853801609,16818157814,17892959174,21784712545,24440195473,28940355674,30082854855,30719412311,31624945515,34081043543,35920002803,37172829457,38284366229
Japan,,,,,,,,,,,98867885442,1.14451E+11,1.52805E+11,2.06042E+11,2.31726E+11,2.65092E+11,2.99793E+11,3.70189E+11,5.20165E+11,5.51047E+11,5.78684E+11,6.33181E+11,6.01929E+11,6.65069E+11,6.9725E+11,7.347E+11,1.08439E+12,1.32134E+12,1.57523E+12,1.56454E+12,1.60296E+12,1.81649E+12,2.01146E+12,2.34112E+12,2.63586E+12,2.92494E+12,2.58229E+12,2.3632E+12,2.1721E+12,2.50794E+12,2.66646E+12,2.38081E+12,2.30318E+12,2.48111E+12,2.67802E+12,2.64774E+12,2.53225E+12,2.51132E+12,2.84768E+12,3.04749E+12,3.2751E+12,3.56661E+12,3.61784E+12,3.03037E+12,2.82222E+12,2.47897E+12,2.73709E+12,2.69291E+12,2.7624E+12,2.80359E+12,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16591057363,16502408768,14486951037,14156660966,15630820215,16219367511,12216195503,11320288771,12829111914,13451335863,16799709579,23100378579,28480132450,37036340882,47288778353,59263838829,54797927004,67184600455,81271466941,93467799145,1.18073E+11,1.07348E+11,99049435277,74877521920,87719810675,93432660547,94973529532,
Kenya,568903646,564535647.7,624469595.7,671957576.6,688239612.1,699159579.7,769999411.3,820959950.9,874775509.3,915179493.1,965019473.2,1149791400,1310119476,1480603325,1913508519,2223555783,2140515074,2501038828,3208535395,4021505911,4506355130,4231666986,4084247631,3655938029,3976440756,3573187873,4337849169,4962097988,5142068282,5705830122,5348266883,5177361013,5525092893,3630872970,4461614099,6265642487,9163230611,10122693328,10950192739,10133691284,9947122106,10333006208,10336029237,11494241824,12155953106,14128260412,19687257284,23922198652,27038943091,28229379977,30861987147,33062994591,39691563435,44488202325,49094989661,50470041812,54541504605,64462367120,72307656542,78786206491,
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1906250000,1647222222,1638437500,1535265152,1317734266,1245946502,1500511579,1218545297,1452467400,969857397.3,899667206,988617903,1084322744,1495094450,1681714835,2080013557,2696021956,3326728534,4756440262,3671406695,4055812881,5169090606,6327764363,7128227573,7169284360,6046861644,5641201131,6322530338,6822485685,6773993533,5776137777
Cambodia,439999985.7,442857151.4,465714294.3,482857134.3,514285685.7,619999991.4,642857134.3,662857142.9,762857120,720657258.2,480734591.3,,,,,,,,,,,,,,,,,,,,,,,2562599852,2652515551,3263141349,3436888621,3110171378,2983841994,3159655987,3245072215,3376819401,3594179315,3892996603,4544165485,5304675026,5889665439,6751403627,8223980975,7922060792,9139053168,10630521219,11255397039,11974883292,12952994860,13863294021,15236698991,16276174931,17367546415,18818517733,17982627631
Kiribati,,,,,,,,,,,,,10699401.2,15982308.46,27918329.03,20607409.35,19486740.8,18986471.5,23192171.23,23793874.36,25860851.74,26869685.13,19625722.69,18622522.52,18336989.91,15410294.01,15316176.47,16832376.42,19299945.31,21148189.15,21101397.24,23046424.68,23202115.16,,,,,,,,,,,,,,,,130296091.3,122132272.7,140521922.6,168054667.4,167315179.1,163265109.1,158820082.9,146911576.9,152337942.3,168294757.8,151123729.8,,
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",3369832459,2027306413,2339239766,3214396978,2863089730,2604279279,3087970812,3843708413,4616157600,5544766796,6639940752,7467665274,7902466339,9536553525,13458600143,15053099174,19246900826,23474173554,31026239669,40164669421,41019870602,45785795046,48255457679,51301063487,55143800094,56671111009,62212490782,75100964052,97559981954,1.24951E+11,1.42333E+11,1.66421E+11,1.81061E+11,2.00711E+11,2.39929E+11,2.9441E+11,3.24914E+11,3.04245E+11,1.92871E+11,2.61753E+11,3.14018E+11,3.03404E+11,3.51859E+11,3.79937E+11,4.09231E+11,4.89115E+11,5.58528E+11,6.1534E+11,5.50209E+11,4.87739E+11,5.77012E+11,6.41635E+11,6.55421E+11,6.92335E+11,7.41208E+11,7.11495E+11,7.19391E+11,7.72092E+11,8.28329E+11,7.99471E+11,7.57505E+11
Kuwait,,,,,,554466536,649677961.4,784094091.3,831699804,856902828.3,1109773173,1179443976,1299483126,1479096426,1922919509,2616551724,3521887825,4754710398,5371137768,6441027496,8836477987,9554877690,11521361237,9240480274,9235697400,10252526928,9443530626,10064801220,11051254839,12464601770,10459375000,10239535350,7611792774,10405959934,10286195623,11598525469,14025718103,14106824926,15118438320,15688896189,15661994785,16152266058,18912142152,20463087248,22243298269,25979109589,29012405238,34896551724,41473586310,35496525365,33346824843,37353260870,41172918900,43793018336,47131412509,47601861083,49489241973,52260654244,54944720240,56325538345,
Latin America & Caribbean (excluding high income),48452180291,50182834504,59760714593,59834212790,68657480524,72048122441,79370966722,82622615646,90006884969,98555353211,1.07195E+11,1.20743E+11,1.3624E+11,1.7453E+11,2.31554E+11,2.42089E+11,2.6989E+11,2.91637E+11,3.30182E+11,3.92881E+11,4.64153E+11,5.39771E+11,4.97539E+11,4.12971E+11,4.43993E+11,4.39745E+11,4.42834E+11,4.57833E+11,5.10808E+11,5.46834E+11,6.85134E+11,8.82436E+11,8.44706E+11,9.36488E+11,1.07559E+12,1.12055E+12,1.23495E+12,1.34913E+12,1.34624E+12,1.205E+12,1.33751E+12,1.30956E+12,1.1648E+12,1.19125E+12,1.32582E+12,1.5993E+12,1.84111E+12,2.15478E+12,2.48378E+12,2.32672E+12,2.86238E+12,3.32928E+12,3.35795E+12,3.48383E+12,3.52799E+12,3.03842E+12,2.95938E+12,3.30168E+12,3.19528E+12,3.15727E+12,2.57161E+12
Lao PDR,,,,,,,,,,,,,,,,,,,,,,,,,1597142866,2128888900,1572631520,972492666,562482783.2,,,,,,,,,,,,1517153863,1593923113,1262479353,1581049455,1816357449,1959798107,2348283076,3030217625,4142076559,4050772623,5316732711,5757251391,7797473385,8850586587,9628753611,10250333104,10383475656,,,,
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3316909058,4938792989,6887726439,9132636957,10107442752,12034505270,12764714719,13667424488,14158397818,14419263531,14512769486,14814593698,15895190713,17034825871,17635834110,17629626426,18678880421,21271588531,25665083956,29798131686,33789610059,35933845445,40721594671,43318860131,45532223915,45347278916,45363369030,47821061676,49796391011,47294552248,33063242553
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808697000,585352500,544847200,536348400,2001234000,2102328000,2052744000,3135440600,2977494500,2554283300,2793289500,3309376700,3304223400,3779382600,4525579500,4767374000,4681248000,4525184000,4341000000,3447068700,3304956670
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13997175141,18357677235,18242187500,19674770039,17201492537,15010762975,15588369963,18155782165,17262617622,18357050453,15544709098,14863658899,10975590551,8911746406,11663381385,11576402323,13209500609,17483922066,19472049689,,,,,,,,,,,,
St. Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,60025554299,62663764770,73701342425,74309054767,82839915093,86470945288,94964134125,98433897824,1.0678E+11,1.17143E+11,1.27206E+11,1.43924E+11,1.61814E+11,2.07896E+11,2.65281E+11,2.74586E+11,3.08407E+11,3.38418E+11,3.83892E+11,4.58639E+11,5.47351E+11,6.37542E+11,5.92105E+11,5.08303E+11,5.17284E+11,5.14236E+11,5.23813E+11,5.31449E+11,5.9828E+11,6.25374E+11,7.71065E+11,9.80789E+11,9.57751E+11,1.05757E+12,1.20293E+12,1.27332E+12,1.38556E+12,1.51323E+12,1.52182E+12,1.3808E+12,1.52157E+12,1.49615E+12,1.3265E+12,1.35288E+12,1.51488E+12,1.82327E+12,2.10322E+12,2.46719E+12,2.86329E+12,2.74307E+12,3.3293E+12,3.78486E+12,3.88436E+12,4.04215E+12,4.19875E+12,3.49509E+12,3.41438E+12,3.80073E+12,3.70373E+12,3.65252E+12,2.99321E+12
Least developed countries: UN classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16538E+11,1.35356E+11,1.43057E+11,1.49289E+11,1.56833E+11,1.58469E+11,1.75208E+11,1.64643E+11,1.76982E+11,1.9477E+11,2.18642E+11,2.49129E+11,2.76597E+11,3.24952E+11,3.89456E+11,4.15962E+11,4.51441E+11,4.99687E+11,5.36039E+11,5.93493E+11,6.4242E+11,6.66204E+11,6.70702E+11,7.19364E+11,7.52258E+11,7.74487E+11,7.81496E+11
Low income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54700122887,63318049518,63619641294,67512821393,69935118883,68741572567,83523463257,73255294776,80793677104,88032728464,1.01742E+11,1.21923E+11,1.41327E+11,1.64214E+11,1.96264E+11,2.10302E+11,2.24512E+11,2.38105E+11,2.64131E+11,2.94927E+11,3.09589E+11,3.19907E+11,3.10594E+11,3.12062E+11,3.26311E+11,3.41673E+11,3.44652E+11
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,1086082584,1045520243,1051154908,911043701.3,985846849,1276537395,1314645378,1393748971,1348289662,1469124874,1714053782,1765925801,1900847571,2137250000,2652977444,2809825963,2657838288,3033316798,2017003203,2479436095,2961573503,3244812987,3499125420,3786566511,4421737421,4367879234,4672922912,4867944973,5076387928,5075506241,5826340489,6518863911,7017574721,7466434189,8449943343,9382425366,9992860503,10835626072,11323784329,11207911723,11673570965,11241640555,11785825780,13566214256,14657495800,16843432836,19134768617,21723896976,28479532704,27110586995,38829297528,46532537435,44604723773,50234127880,53474996650,54293712958,58485757276,58655695373,60167471286,58649291864,57080252514
Lower middle income,,,,,,,,93459155190,97079952431,1.0589E+11,1.11926E+11,1.21627E+11,1.30701E+11,1.54356E+11,1.92959E+11,2.11287E+11,2.25214E+11,2.68699E+11,3.08041E+11,3.47072E+11,4.26277E+11,4.60518E+11,4.91768E+11,5.13359E+11,5.35771E+11,5.80396E+11,6.27125E+11,5.94313E+11,6.17176E+11,6.05543E+11,6.49168E+11,6.1282E+11,6.54784E+11,6.69077E+11,7.19735E+11,8.20143E+11,9.1896E+11,9.41209E+11,8.82701E+11,9.54058E+11,9.62653E+11,1.00233E+12,1.06905E+12,1.20602E+12,1.34383E+12,1.53559E+12,1.76975E+12,2.21639E+12,2.49523E+12,2.58178E+12,3.05441E+12,3.48936E+12,3.69418E+12,3.88937E+12,4.07665E+12,4.12534E+12,4.31073E+12,4.56925E+12,4.66345E+12,4.95859E+12,4.69238E+12
Low & middle income,2.11723E+11,2.18278E+11,2.30867E+11,2.42615E+11,2.70077E+11,2.87483E+11,2.91969E+11,3.12361E+11,3.27993E+11,3.56038E+11,3.80424E+11,4.15834E+11,4.62938E+11,5.70952E+11,7.13513E+11,7.76985E+11,8.34483E+11,9.43572E+11,1.03291E+12,1.21479E+12,1.42866E+12,1.58218E+12,1.58581E+12,1.55527E+12,1.62771E+12,1.70248E+12,1.78066E+12,1.79841E+12,1.92754E+12,1.93801E+12,2.24824E+12,2.3375E+12,2.29096E+12,2.45787E+12,2.69103E+12,3.00463E+12,3.30013E+12,3.49553E+12,3.40596E+12,3.30934E+12,3.5473E+12,3.57409E+12,3.61465E+12,4.0072E+12,4.61221E+12,5.42445E+12,6.25713E+12,7.66458E+12,8.96685E+12,8.83078E+12,1.0469E+13,1.23432E+13,1.31632E+13,1.41065E+13,1.4637E+13,1.39862E+13,1.41779E+13,1.5439E+13,1.61042E+13,1.66904E+13,
Lesotho,37379252.41,38499230.02,44939101.22,51938961.22,56698866.02,59638807.22,69718605.63,69340613.19,71664566.71,74786504.27,81338373.23,93260626.4,104331989.1,157204611,211184694.6,234753211.6,253449862,316352345.9,359705611.8,442161520.2,562104519.8,604464843.3,,,,,,,,,,,,,,,,,,,,,,,,,,1625290942,1571972014,1659895488,2114884532,2343225706,2264362640,1979992590,1881030278,1806546787,1631816019,2065183116,2056114343,1884098274,
Late-demographic dividend,1.08227E+11,1.16055E+11,1.2966E+11,1.34462E+11,1.40521E+11,1.46109E+11,1.61577E+11,1.75044E+11,1.80561E+11,1.91918E+11,2.12894E+11,2.34971E+11,2.71979E+11,3.42096E+11,3.97432E+11,4.28299E+11,4.83842E+11,5.55837E+11,5.77938E+11,6.82904E+11,7.69598E+11,8.27453E+11,8.63145E+11,7.85701E+11,8.03477E+11,8.4243E+11,9.19201E+11,9.22618E+11,1.01864E+12,1.01494E+12,1.13496E+12,1.25826E+12,1.08289E+12,1.16224E+12,1.36528E+12,1.70683E+12,1.9039E+12,1.99134E+12,1.90992E+12,1.71612E+12,1.85042E+12,1.88577E+12,1.96949E+12,2.18463E+12,2.56677E+12,3.06342E+12,3.60378E+12,4.4761E+12,5.48282E+12,5.3231E+12,6.19346E+12,7.47898E+12,7.96522E+12,8.62658E+12,9.00187E+12,8.33344E+12,8.46997E+12,9.39921E+12,1.01498E+13,1.04525E+13,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5022392296,5373442382,6202265861,6871702201,7122982305,7482473025,7980142426,9166890204,12067217146,14705180079,16815653688,19367688543,25140666393,30974135812,25363166528,23774233511,27167261102,26690138480,29015442587,30063900669,25892844183,27132343912,29627317338,33029080677,33074517280,33347064168
Luxembourg,,,,,,,,,,,685545784.6,775383409,948649986.3,1188038708,1366917978,1680118460,1804539185,2101520540,2545596260,2970967254,3292276176,2864174272,2584022603,2512136489,2402639626,2509196956,3455463247,4361711507,4799526056,4847415029,6146912120,6654669817,7195938519,7096660448,7834615385,9238686371,9089198697,8184595174,8363144032,8684450245,8053970886,8269062192,9208461321,11550945824,13113039483,13557551300,14403935516,16438253490,18380808554,17546679633,17131442262,18801344582,18245971667,19553275529,20432344403,17404489577,18008186294,19086885534,21098066033,20968231106,20131739826
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3778541072,4050222052,4355533511,4554892172,4890837137,4959181924,5154081039,5861927012,7201946870,8941215038,10373775980,13671973915,18509123239,20567585148,15878735057,15071587420,17307997596,17213253425,18791752582,19138217798,16267697238,16961749080,18339637476,20301653316,20253746651,18751894968
"Macao SAR, China",,,,,,,,,,,,,,,,,,,,,,,699026631.1,670935934.2,709236627.9,768990348.6,850721309.8,962695697.8,1145561277,1308704365,1498815609,1763052359,2064648847,2343742156,2652915091,2924897713,3175712995,3296803882,3246478167,3222512794,3143572683,3150308085,3228769886,3275943749,3583929595,3925428468,4381733197,5093766722,5907158265,6129153464,6693159381,7865231598,8921137937,10070719587,11232236982,11928115216,12013733412,12404310989,13229978321,13795179976,
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,1569259204,1630621500,1892394091,2058583381,2130172532,2244047031,2232190475,2332378223,2492046260,2713565853,2905305800,3159207921,3703377673,4540505004,5230285139,6234916718,6512117304,7421180024,8930736554,10666897489,13144154854,11055281016,10750554541,10446662354,9210593042,9057385472,11928298405,13308043832,14947874919,15164581419,17730874889,20096291469,20814496861,19351784644,22222736618,24565566007,27258575913,24021747245,25198732175,25282732742,23946609618,22688390702,24432734289,29604406636,33713780345,35691330073,39291137751,45799592300,53961136988,54458924427,54773558903,60365146664,59362917806,64022961156,66107086352,58198334750,60393168493,63512897235,68502786035,68663318464,64110250853
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
